order_id,customer_email,order_date,merchant,amount,status,notes
1036,mia.king@gmail.com,04-11-2025 08:46,ShopB,327.2833333,completed,Duplicate order possible
1037,jack.nelson@gmail.com,05-11-2025 19:30,ShopD,335.864,completed,small order
1038,jack.adams@gmail.com,06-11-2025 00:00,ShopA,344.4446667,completed,zero-amount test
1039,leo.parker@gmail.com,06-11-2025 23:59,ShopC,353.0253333,completed,high value order
1040,mia.nelson@gmail.com,07-11-2025 12:00,ShopE,361.606,completed,normal
1041,quinn.wood@gmail.com,01-11-2025 09:15,ShopA,370.1866667,completed,Receipt: Order #1001; card ****1238
1042,ella.king@gmail.com,02-11-2025 14:05,ShopB,378.7673333,completed,Order confirmation email
1043,alex.davis@gmail.com,02-11-2025 14:07,ShopA,387.348,refunded,Refund processed on 2025-11-07
1044,quinn.owen@gmail.com,03-11-2025 11:20,ShopC,395.9286667,pending,missing amount in email
1045,karen.miller@gmail.com,04-11-2025 08:45,ShopB,404.5093333,completed,Large purchase; promo applied
1046,alex.wood@gmail.com,04-11-2025 08:46,ShopB,413.09,completed,Duplicate order possible
1047,ivy.taylor@gmail.com,05-11-2025 19:30,ShopD,421.6706667,completed,small order
1048,jack.owen@gmail.com,06-11-2025 00:00,ShopA,430.2513333,completed,zero-amount test
1049,karen.wood@gmail.com,06-11-2025 23:59,ShopC,438.832,completed,high value order
1050,toby.baker@gmail.com,07-11-2025 12:00,ShopE,447.4126667,completed,low
1051,ryan.owen@gmail.com,01-11-2025 09:15,ShopA,455.9933333,completed,Receipt: Order #1001; card ****1239
1052,hugo.taylor@gmail.com,02-11-2025 14:05,ShopB,464.574,completed,Order confirmation email
1053,paul.wood@gmail.com,02-11-2025 14:07,ShopA,473.1546667,refunded,Refund processed on 2025-11-08
1054,chloe.miller@gmail.com,03-11-2025 11:20,ShopC,481.7353333,pending,missing amount in email
1055,hugo.jones@gmail.com,04-11-2025 08:45,ShopB,490.316,completed,Large purchase; promo applied
1056,hugo.adams@gmail.com,04-11-2025 08:46,ShopB,498.8966667,completed,Duplicate order possible
1057,chloe.evans@gmail.com,05-11-2025 19:30,ShopD,507.4773333,completed,small order
1058,hugo.wood@gmail.com,06-11-2025 00:00,ShopA,516.058,completed,zero-amount test
1059,jack.green@gmail.com,06-11-2025 23:59,ShopC,524.6386667,completed,high value order
1060,ben.reid@gmail.com,07-11-2025 12:00,ShopE,533.2193333,completed,high
1061,ivy.parker@gmail.com,01-11-2025 09:15,ShopA,541.8,completed,Receipt: Order #1001; card ****1240
1062,gabby.baker@gmail.com,02-11-2025 14:05,ShopB,550.3806667,completed,Order confirmation email
1063,paul.scott@gmail.com,02-11-2025 14:07,ShopA,558.9613333,refunded,Refund processed on 2025-11-09
1064,quinn.jones@gmail.com,03-11-2025 11:20,ShopC,567.542,pending,missing amount in email
1065,leo.wood@gmail.com,04-11-2025 08:45,ShopB,576.1226667,completed,Large purchase; promo applied
1066,ivy.taylor@gmail.com,04-11-2025 08:46,ShopB,584.7033333,completed,Duplicate order possible
1067,noah.davis@gmail.com,05-11-2025 19:30,ShopD,593.284,completed,small order
1068,toby.davis@gmail.com,06-11-2025 00:00,ShopA,601.8646667,completed,zero-amount test
1069,ryan.nelson@gmail.com,06-11-2025 23:59,ShopC,610.4453333,completed,high value order
1070,finn.vance@gmail.com,07-11-2025 12:00,ShopE,619.026,completed,normal
1071,ben.wood@gmail.com,01-11-2025 09:15,ShopA,627.6066667,completed,Receipt: Order #1001; card ****1241
1072,olivia.baker@gmail.com,02-11-2025 14:05,ShopB,636.1873333,completed,Order confirmation email
1073,ivy.king@gmail.com,02-11-2025 14:07,ShopA,644.768,refunded,Refund processed on 2025-11-10
1074,ben.wood@gmail.com,03-11-2025 11:20,ShopC,653.3486667,pending,missing amount in email
1075,ella.scott@gmail.com,04-11-2025 08:45,ShopB,661.9293333,completed,Large purchase; promo applied
1076,olivia.wood@gmail.com,04-11-2025 08:46,ShopB,670.51,completed,Duplicate order possible
1077,chloe.adams@gmail.com,05-11-2025 19:30,ShopD,679.0906667,completed,small order
1078,ella.lopez@gmail.com,06-11-2025 00:00,ShopA,687.6713333,completed,zero-amount test
1079,ben.king@gmail.com,06-11-2025 23:59,ShopC,696.252,completed,high value order
1080,toby.foster@gmail.com,07-11-2025 12:00,ShopE,704.8326667,completed,low
1081,karen.king@gmail.com,01-11-2025 09:15,ShopA,713.4133333,completed,Receipt: Order #1001; card ****1242
1082,chloe.vance@gmail.com,02-11-2025 14:05,ShopB,721.994,completed,Order confirmation email
1083,jack.baker@gmail.com,02-11-2025 14:07,ShopA,730.5746667,refunded,Refund processed on 2025-11-11
1084,olivia.parker@gmail.com,03-11-2025 11:20,ShopC,739.1553333,pending,missing amount in email
1085,gabby.wood@gmail.com,04-11-2025 08:45,ShopB,747.736,completed,Large purchase; promo applied
1086,leo.green@gmail.com,04-11-2025 08:46,ShopB,756.3166667,completed,Duplicate order possible
1087,quinn.wood@gmail.com,05-11-2025 19:30,ShopD,764.8973333,completed,small order
1088,paul.evans@gmail.com,06-11-2025 00:00,ShopA,773.478,completed,zero-amount test
1089,paul.wood@gmail.com,06-11-2025 23:59,ShopC,782.0586667,completed,high value order
1090,jack.green@gmail.com,07-11-2025 12:00,ShopE,790.6393333,completed,high
1091,noah.clark@gmail.com,01-11-2025 09:15,ShopA,799.22,completed,Receipt: Order #1001; card ****1243
1092,alex.scott@gmail.com,02-11-2025 14:05,ShopB,807.8006667,completed,Order confirmation email
1093,quinn.green@gmail.com,02-11-2025 14:07,ShopA,816.3813333,refunded,Refund processed on 2025-11-12
1094,ben.king@gmail.com,03-11-2025 11:20,ShopC,824.962,pending,missing amount in email
1095,paul.king@gmail.com,04-11-2025 08:45,ShopB,833.5426667,completed,Large purchase; promo applied
1096,finn.hall@gmail.com,04-11-2025 08:46,ShopB,842.1233333,completed,Duplicate order possible
1097,mia.clark@gmail.com,05-11-2025 19:30,ShopD,850.704,completed,small order
1098,leo.foster@gmail.com,06-11-2025 00:00,ShopA,859.2846667,completed,zero-amount test
1099,alex.evans@gmail.com,06-11-2025 23:59,ShopC,867.8653333,completed,high value order
1100,gabby.foster@gmail.com,07-11-2025 12:00,ShopE,876.446,completed,normal
1101,toby.adams@gmail.com,01-11-2025 09:15,ShopA,885.0266667,completed,Receipt: Order #1001; card ****1244
1102,hugo.vance@gmail.com,02-11-2025 14:05,ShopB,893.6073333,completed,Order confirmation email
1103,ben.vance@gmail.com,02-11-2025 14:07,ShopA,902.188,refunded,Refund processed on 2025-11-13
1104,karen.scott@gmail.com,03-11-2025 11:20,ShopC,910.7686667,pending,missing amount in email
1105,chloe.lopez@gmail.com,04-11-2025 08:45,ShopB,919.3493333,completed,Large purchase; promo applied
1106,mia.miller@gmail.com,04-11-2025 08:46,ShopB,927.93,completed,Duplicate order possible
1107,ryan.owen@gmail.com,05-11-2025 19:30,ShopD,936.5106667,completed,small order
1108,dylan.lopez@gmail.com,06-11-2025 00:00,ShopA,945.0913333,completed,zero-amount test
1109,quinn.adams@gmail.com,06-11-2025 23:59,ShopC,953.672,completed,high value order
1110,karen.reid@gmail.com,07-11-2025 12:00,ShopE,962.2526667,completed,low
1111,ryan.davis@gmail.com,01-11-2025 09:15,ShopA,970.8333333,completed,Receipt: Order #1001; card ****1245
1112,leo.adams@gmail.com,02-11-2025 14:05,ShopB,979.414,completed,Order confirmation email
1113,leo.hall@gmail.com,02-11-2025 14:07,ShopA,987.9946667,refunded,Refund processed on 2025-11-14
1114,alex.foster@gmail.com,03-11-2025 11:20,ShopC,996.5753333,pending,missing amount in email
1115,gabby.miller@gmail.com,04-11-2025 08:45,ShopB,1005.156,completed,Large purchase; promo applied
1116,finn.green@gmail.com,04-11-2025 08:46,ShopB,1013.736667,completed,Duplicate order possible
1117,ryan.green@gmail.com,05-11-2025 19:30,ShopD,1022.317333,completed,small order
1118,ryan.parker@gmail.com,06-11-2025 00:00,ShopA,1030.898,completed,zero-amount test
1119,finn.miller@gmail.com,06-11-2025 23:59,ShopC,1039.478667,completed,high value order
1120,dylan.wood@gmail.com,07-11-2025 12:00,ShopE,1048.059333,completed,high
1121,paul.baker@gmail.com,01-11-2025 09:15,ShopA,1056.64,completed,Receipt: Order #1001; card ****1246
1122,paul.nelson@gmail.com,02-11-2025 14:05,ShopB,1065.220667,completed,Order confirmation email
1123,quinn.taylor@gmail.com,02-11-2025 14:07,ShopA,1073.801333,refunded,Refund processed on 2025-11-15
1124,jack.foster@gmail.com,03-11-2025 11:20,ShopC,1082.382,pending,missing amount in email
1125,gabby.owen@gmail.com,04-11-2025 08:45,ShopB,1090.962667,completed,Large purchase; promo applied
1126,mia.nelson@gmail.com,04-11-2025 08:46,ShopB,1099.543333,completed,Duplicate order possible
1127,olivia.scott@gmail.com,05-11-2025 19:30,ShopD,1108.124,completed,small order
1128,hugo.lopez@gmail.com,06-11-2025 00:00,ShopA,1116.704667,completed,zero-amount test
1129,paul.owen@gmail.com,06-11-2025 23:59,ShopC,1125.285333,completed,high value order
1130,karen.vance@gmail.com,07-11-2025 12:00,ShopE,1133.866,completed,normal
1131,ben.davis@gmail.com,01-11-2025 09:15,ShopA,1142.446667,completed,Receipt: Order #1001; card ****1247
1132,chloe.adams@gmail.com,02-11-2025 14:05,ShopB,1151.027333,completed,Order confirmation email
1133,alex.hall@gmail.com,02-11-2025 14:07,ShopA,1159.608,refunded,Refund processed on 2025-11-16
1134,noah.adams@gmail.com,03-11-2025 11:20,ShopC,1168.188667,pending,missing amount in email
1135,jack.reid@gmail.com,04-11-2025 08:45,ShopB,1176.769333,completed,Large purchase; promo applied
1136,toby.owen@gmail.com,04-11-2025 08:46,ShopB,1185.35,completed,Duplicate order possible
1137,ryan.vance@gmail.com,05-11-2025 19:30,ShopD,1193.930667,completed,small order
1138,ivy.lopez@gmail.com,06-11-2025 00:00,ShopA,1202.511333,completed,zero-amount test
1139,mia.parker@gmail.com,06-11-2025 23:59,ShopC,1211.092,completed,high value order
1140,dylan.miller@gmail.com,07-11-2025 12:00,ShopE,1219.672667,completed,low
1141,ella.reid@gmail.com,01-11-2025 09:15,ShopA,1228.253333,completed,Receipt: Order #1001; card ****1248
1142,dylan.owen@gmail.com,02-11-2025 14:05,ShopB,1236.834,completed,Order confirmation email
1143,jack.foster@gmail.com,02-11-2025 14:07,ShopA,1245.414667,refunded,Refund processed on 2025-11-17
1144,olivia.reid@gmail.com,03-11-2025 11:20,ShopC,1253.995333,pending,missing amount in email
1145,finn.miller@gmail.com,04-11-2025 08:45,ShopB,1262.576,completed,Large purchase; promo applied
1146,dylan.vance@gmail.com,04-11-2025 08:46,ShopB,1271.156667,completed,Duplicate order possible
1147,finn.lopez@gmail.com,05-11-2025 19:30,ShopD,1279.737333,completed,small order
1148,toby.hall@gmail.com,06-11-2025 00:00,ShopA,1288.318,completed,zero-amount test
1149,ryan.green@gmail.com,06-11-2025 23:59,ShopC,1296.898667,completed,high value order
1150,karen.clark@gmail.com,07-11-2025 12:00,ShopE,1305.479333,completed,high
1151,gabby.green@gmail.com,01-11-2025 09:15,ShopA,1314.06,completed,Receipt: Order #1001; card ****1249
1152,chloe.nelson@gmail.com,02-11-2025 14:05,ShopB,1322.640667,completed,Order confirmation email
1153,ivy.reid@gmail.com,02-11-2025 14:07,ShopA,1331.221333,refunded,Refund processed on 2025-11-18
1154,leo.miller@gmail.com,03-11-2025 11:20,ShopC,1339.802,pending,missing amount in email
1155,noah.nelson@gmail.com,04-11-2025 08:45,ShopB,1348.382667,completed,Large purchase; promo applied
1156,chloe.jones@gmail.com,04-11-2025 08:46,ShopB,1356.963333,completed,Duplicate order possible
1157,dylan.nelson@gmail.com,05-11-2025 19:30,ShopD,1365.544,completed,small order
1158,jack.lopez@gmail.com,06-11-2025 00:00,ShopA,1374.124667,completed,zero-amount test
1159,dylan.adams@gmail.com,06-11-2025 23:59,ShopC,1382.705333,completed,high value order
1160,mia.foster@gmail.com,07-11-2025 12:00,ShopE,1391.286,completed,normal
1161,olivia.vance@gmail.com,01-11-2025 09:15,ShopA,1399.866667,completed,Receipt: Order #1001; card ****1250
1162,karen.hall@gmail.com,02-11-2025 14:05,ShopB,1408.447333,completed,Order confirmation email
1163,leo.taylor@gmail.com,02-11-2025 14:07,ShopA,1417.028,refunded,Refund processed on 2025-11-19
1164,toby.nelson@gmail.com,03-11-2025 11:20,ShopC,1425.608667,pending,missing amount in email
1165,ben.adams@gmail.com,04-11-2025 08:45,ShopB,1434.189333,completed,Large purchase; promo applied
1166,dylan.hall@gmail.com,04-11-2025 08:46,ShopB,1442.77,completed,Duplicate order possible
1167,paul.evans@gmail.com,05-11-2025 19:30,ShopD,1451.350667,completed,small order
1168,noah.scott@gmail.com,06-11-2025 00:00,ShopA,1459.931333,completed,zero-amount test
1169,noah.adams@gmail.com,06-11-2025 23:59,ShopC,1468.512,completed,high value order
1170,ivy.vance@gmail.com,07-11-2025 12:00,ShopE,1477.092667,completed,low
1171,finn.green@gmail.com,01-11-2025 09:15,ShopA,1485.673333,completed,Receipt: Order #1001; card ****1251
1172,alex.green@gmail.com,02-11-2025 14:05,ShopB,1494.254,completed,Order confirmation email
1173,ben.jones@gmail.com,02-11-2025 14:07,ShopA,1502.834667,refunded,Refund processed on 2025-11-20
1174,ella.jones@gmail.com,03-11-2025 11:20,ShopC,1511.415333,pending,missing amount in email
1175,sara.king@gmail.com,04-11-2025 08:45,ShopB,1519.996,completed,Large purchase; promo applied
1176,ben.wood@gmail.com,04-11-2025 08:46,ShopB,1528.576667,completed,Duplicate order possible
1177,ben.wood@gmail.com,05-11-2025 19:30,ShopD,1537.157333,completed,small order
1178,ella.clark@gmail.com,06-11-2025 00:00,ShopA,1545.738,completed,zero-amount test
1179,noah.miller@gmail.com,06-11-2025 23:59,ShopC,1554.318667,completed,high value order
1180,sara.hall@gmail.com,07-11-2025 12:00,ShopE,1562.899333,completed,high
1181,olivia.green@gmail.com,01-11-2025 09:15,ShopA,1571.48,completed,Receipt: Order #1001; card ****1252
1182,ivy.wood@gmail.com,02-11-2025 14:05,ShopB,1580.060667,completed,Order confirmation email
1183,jack.owen@gmail.com,02-11-2025 14:07,ShopA,1588.641333,refunded,Refund processed on 2025-11-21
1184,chloe.baker@gmail.com,03-11-2025 11:20,ShopC,1597.222,pending,missing amount in email
1185,gabby.jones@gmail.com,04-11-2025 08:45,ShopB,1605.802667,completed,Large purchase; promo applied
1186,mia.foster@gmail.com,04-11-2025 08:46,ShopB,1614.383333,completed,Duplicate order possible
1187,leo.reid@gmail.com,05-11-2025 19:30,ShopD,1622.964,completed,small order
1188,jack.parker@gmail.com,06-11-2025 00:00,ShopA,1631.544667,completed,zero-amount test
1189,toby.jones@gmail.com,06-11-2025 23:59,ShopC,1640.125333,completed,high value order
1190,jack.parker@gmail.com,07-11-2025 12:00,ShopE,1648.706,completed,normal
1191,ella.vance@gmail.com,01-11-2025 09:15,ShopA,1657.286667,completed,Receipt: Order #1001; card ****1253
1192,ryan.adams@gmail.com,02-11-2025 14:05,ShopB,1665.867333,completed,Order confirmation email
1193,gabby.king@gmail.com,02-11-2025 14:07,ShopA,1674.448,refunded,Refund processed on 2025-11-22
1194,chloe.miller@gmail.com,03-11-2025 11:20,ShopC,1683.028667,pending,missing amount in email
1195,hugo.baker@gmail.com,04-11-2025 08:45,ShopB,1691.609333,completed,Large purchase; promo applied
1196,leo.vance@gmail.com,04-11-2025 08:46,ShopB,1700.19,completed,Duplicate order possible
1197,leo.owen@gmail.com,05-11-2025 19:30,ShopD,1708.770667,completed,small order
1198,toby.miller@gmail.com,06-11-2025 00:00,ShopA,1717.351333,completed,zero-amount test
1199,ella.vance@gmail.com,06-11-2025 23:59,ShopC,1725.932,completed,high value order
1200,dylan.green@gmail.com,07-11-2025 12:00,ShopE,1734.512667,completed,low
1201,gabby.baker@gmail.com,01-11-2025 09:15,ShopA,1743.093333,completed,Receipt: Order #1001; card ****1254
1202,finn.owen@gmail.com,02-11-2025 14:05,ShopB,1751.674,completed,Order confirmation email
1203,gabby.clark@gmail.com,02-11-2025 14:07,ShopA,1760.254667,refunded,Refund processed on 2025-11-23
1204,quinn.jones@gmail.com,03-11-2025 11:20,ShopC,1768.835333,pending,missing amount in email
1205,ella.parker@gmail.com,04-11-2025 08:45,ShopB,1777.416,completed,Large purchase; promo applied
1206,olivia.davis@gmail.com,04-11-2025 08:46,ShopB,1785.996667,completed,Duplicate order possible
1207,sara.davis@gmail.com,05-11-2025 19:30,ShopD,1794.577333,completed,small order
1208,jack.owen@gmail.com,06-11-2025 00:00,ShopA,1803.158,completed,zero-amount test
1209,chloe.taylor@gmail.com,06-11-2025 23:59,ShopC,1811.738667,completed,high value order
1210,olivia.green@gmail.com,07-11-2025 12:00,ShopE,1820.319333,completed,high
1211,toby.taylor@gmail.com,01-11-2025 09:15,ShopA,1828.9,completed,Receipt: Order #1001; card ****1255
1212,ella.miller@gmail.com,02-11-2025 14:05,ShopB,1837.480667,completed,Order confirmation email
1213,gabby.parker@gmail.com,02-11-2025 14:07,ShopA,1846.061333,refunded,Refund processed on 2025-11-24
1214,chloe.lopez@gmail.com,03-11-2025 11:20,ShopC,1854.642,pending,missing amount in email
1215,olivia.reid@gmail.com,04-11-2025 08:45,ShopB,1863.222667,completed,Large purchase; promo applied
1216,ella.reid@gmail.com,04-11-2025 08:46,ShopB,1871.803333,completed,Duplicate order possible
1217,gabby.nelson@gmail.com,05-11-2025 19:30,ShopD,1880.384,completed,small order
1218,jack.scott@gmail.com,06-11-2025 00:00,ShopA,1888.964667,completed,zero-amount test
1219,toby.reid@gmail.com,06-11-2025 23:59,ShopC,1897.545333,completed,high value order
1220,ryan.reid@gmail.com,07-11-2025 12:00,ShopE,1906.126,completed,normal
1221,finn.jones@gmail.com,01-11-2025 09:15,ShopA,1914.706667,completed,Receipt: Order #1001; card ****1256
1222,toby.jones@gmail.com,02-11-2025 14:05,ShopB,1923.287333,completed,Order confirmation email
1223,gabby.hall@gmail.com,02-11-2025 14:07,ShopA,1931.868,refunded,Refund processed on 2025-11-25
1224,ben.owen@gmail.com,03-11-2025 11:20,ShopC,1940.448667,pending,missing amount in email
1225,chloe.king@gmail.com,04-11-2025 08:45,ShopB,1949.029333,completed,Large purchase; promo applied
1226,paul.hall@gmail.com,04-11-2025 08:46,ShopB,1957.61,completed,Duplicate order possible
1227,gabby.wood@gmail.com,05-11-2025 19:30,ShopD,1966.190667,completed,small order
1228,paul.nelson@gmail.com,06-11-2025 00:00,ShopA,1974.771333,completed,zero-amount test
1229,leo.hall@gmail.com,06-11-2025 23:59,ShopC,1983.352,completed,high value order
1230,alex.baker@gmail.com,07-11-2025 12:00,ShopE,1991.932667,completed,low
1231,jack.adams@gmail.com,01-11-2025 09:15,ShopA,2000.513333,completed,Receipt: Order #1001; card ****1257
1232,finn.baker@gmail.com,02-11-2025 14:05,ShopB,2009.094,completed,Order confirmation email
1233,toby.reid@gmail.com,02-11-2025 14:07,ShopA,2017.674667,refunded,Refund processed on 2025-11-26
1234,jack.jones@gmail.com,03-11-2025 11:20,ShopC,2026.255333,pending,missing amount in email
1235,ben.taylor@gmail.com,04-11-2025 08:45,ShopB,2034.836,completed,Large purchase; promo applied
1236,ella.davis@gmail.com,04-11-2025 08:46,ShopB,2043.416667,completed,Duplicate order possible
1237,hugo.lopez@gmail.com,05-11-2025 19:30,ShopD,2051.997333,completed,small order
1238,karen.reid@gmail.com,06-11-2025 00:00,ShopA,2060.578,completed,zero-amount test
1239,leo.hall@gmail.com,06-11-2025 23:59,ShopC,2069.158667,completed,high value order
1240,sara.davis@gmail.com,07-11-2025 12:00,ShopE,2077.739333,completed,high
1241,quinn.hall@gmail.com,01-11-2025 09:15,ShopA,2086.32,completed,Receipt: Order #1001; card ****1258
1242,toby.foster@gmail.com,02-11-2025 14:05,ShopB,2094.900667,completed,Order confirmation email
1243,chloe.hall@gmail.com,02-11-2025 14:07,ShopA,2103.481333,refunded,Refund processed on 2025-11-27
1244,ryan.wood@gmail.com,03-11-2025 11:20,ShopC,2112.062,pending,missing amount in email
1245,ivy.king@gmail.com,04-11-2025 08:45,ShopB,2120.642667,completed,Large purchase; promo applied
1246,ben.taylor@gmail.com,04-11-2025 08:46,ShopB,2129.223333,completed,Duplicate order possible
1247,ivy.foster@gmail.com,05-11-2025 19:30,ShopD,2137.804,completed,small order
1248,quinn.green@gmail.com,06-11-2025 00:00,ShopA,2146.384667,completed,zero-amount test
1249,toby.hall@gmail.com,06-11-2025 23:59,ShopC,2154.965333,completed,high value order
1250,gabby.clark@gmail.com,07-11-2025 12:00,ShopE,2163.546,completed,normal
1251,quinn.lopez@gmail.com,01-11-2025 09:15,ShopA,2172.126667,completed,Receipt: Order #1001; card ****1259
1252,jack.taylor@gmail.com,02-11-2025 14:05,ShopB,2180.707333,completed,Order confirmation email
1253,ella.taylor@gmail.com,02-11-2025 14:07,ShopA,2189.288,refunded,Refund processed on 2025-11-28
1254,jack.evans@gmail.com,03-11-2025 11:20,ShopC,2197.868667,pending,missing amount in email
1255,hugo.baker@gmail.com,04-11-2025 08:45,ShopB,2206.449333,completed,Large purchase; promo applied
1256,leo.parker@gmail.com,04-11-2025 08:46,ShopB,2215.03,completed,Duplicate order possible
1257,ivy.nelson@gmail.com,05-11-2025 19:30,ShopD,2223.610667,completed,small order
1258,ben.baker@gmail.com,06-11-2025 00:00,ShopA,2232.191333,completed,zero-amount test
1259,alex.miller@gmail.com,06-11-2025 23:59,ShopC,2240.772,completed,high value order
1260,toby.adams@gmail.com,07-11-2025 12:00,ShopE,2249.352667,completed,low
1261,ryan.nelson@gmail.com,01-11-2025 09:15,ShopA,2257.933333,completed,Receipt: Order #1001; card ****1260
1262,chloe.parker@gmail.com,02-11-2025 14:05,ShopB,2266.514,completed,Order confirmation email
1263,finn.taylor@gmail.com,02-11-2025 14:07,ShopA,2275.094667,refunded,Refund processed on 2025-11-29
1264,hugo.hall@gmail.com,03-11-2025 11:20,ShopC,2283.675333,pending,missing amount in email
1265,mia.lopez@gmail.com,04-11-2025 08:45,ShopB,2292.256,completed,Large purchase; promo applied
1266,dylan.wood@gmail.com,04-11-2025 08:46,ShopB,2300.836667,completed,Duplicate order possible
1267,gabby.baker@gmail.com,05-11-2025 19:30,ShopD,2309.417333,completed,small order
1268,paul.clark@gmail.com,06-11-2025 00:00,ShopA,2317.998,completed,zero-amount test
1269,hugo.evans@gmail.com,06-11-2025 23:59,ShopC,2326.578667,completed,high value order
1270,ryan.scott@gmail.com,07-11-2025 12:00,ShopE,2335.159333,completed,high
1271,jack.miller@gmail.com,01-11-2025 09:15,ShopA,2343.74,completed,Receipt: Order #1001; card ****1261
1272,sara.miller@gmail.com,02-11-2025 14:05,ShopB,2352.320667,completed,Order confirmation email
1273,karen.reid@gmail.com,02-11-2025 14:07,ShopA,2360.901333,refunded,Refund processed on 2025-11-30
1274,leo.davis@gmail.com,03-11-2025 11:20,ShopC,2369.482,pending,missing amount in email
1275,ella.evans@gmail.com,04-11-2025 08:45,ShopB,2378.062667,completed,Large purchase; promo applied
1276,quinn.wood@gmail.com,04-11-2025 08:46,ShopB,2386.643333,completed,Duplicate order possible
1277,alex.king@gmail.com,05-11-2025 19:30,ShopD,2395.224,completed,small order
1278,hugo.evans@gmail.com,06-11-2025 00:00,ShopA,2403.804667,completed,zero-amount test
1279,ben.vance@gmail.com,06-11-2025 23:59,ShopC,2412.385333,completed,high value order
1280,hugo.lopez@gmail.com,07-11-2025 12:00,ShopE,2420.966,completed,normal
1281,sara.foster@gmail.com,01-11-2025 09:15,ShopA,2429.546667,completed,Receipt: Order #1001; card ****1262
1282,toby.reid@gmail.com,02-11-2025 14:05,ShopB,2438.127333,completed,Order confirmation email
1283,gabby.scott@gmail.com,02-11-2025 14:07,ShopA,2446.708,refunded,Refund processed on 2025-11-31
1284,leo.baker@gmail.com,03-11-2025 11:20,ShopC,2455.288667,pending,missing amount in email
1285,hugo.miller@gmail.com,04-11-2025 08:45,ShopB,2463.869333,completed,Large purchase; promo applied
1286,ella.miller@gmail.com,04-11-2025 08:46,ShopB,2472.45,completed,Duplicate order possible
1287,chloe.green@gmail.com,05-11-2025 19:30,ShopD,2481.030667,completed,small order
1288,quinn.nelson@gmail.com,06-11-2025 00:00,ShopA,2489.611333,completed,zero-amount test
